is_us,Accuracy,Precision,Recall,F1 Score,Selection Rate
False,0.8617710583153347,0.8181818181818182,0.1267605633802817,0.21951219512195122,0.023758099352051837
True,0.87518573551263,0.6153846153846154,0.09195402298850575,0.16,0.019316493313521546
